hEntrez	humanSymbol_wt	symbol_wt	mEntrez_wt	log2fc_wt	log2fc_mean_wt	adj_p_value_wt	n_mouse_map_wt	humanSymbol_ko	symbol_ko	mEntrez_ko	log2fc_ko	log2fc_mean_ko	adj_p_value_ko	n_mouse_map_ko	sig_wt	sig_ko
79906								MORN1	Morn1	76866	-0.869864	-0.869864	0.0306584	1.0	False	True
79913								ACTR5	Actr5	109275	-0.390945	-0.390945	0.011638	1.0	False	True
79915								ATAD5	Atad5	237877	-0.388159	-0.388159	0.0329165	1.0	False	True
79922	MRM1	Mrm1	217038	-0.593577	-0.593577	0.00247494	1.0	MRM1	Mrm1	217038	-0.795152	-0.795152	2.375e-05	1.0	True	True
7993	UBXN8	Ubxn8	108159	0.36739	0.36739	0.000725415	1.0	UBXN8	Ubxn8	108159	0.276036	0.276036	0.0139327	1.0	True	True
79948								PLPPR3	Plppr3	216152	-0.643942	-0.643942	0.0309603	1.0	False	True
79954								NOL10	Nol10	217431	-0.3225	-0.3225	0.0367963	1.0	False	True
79959	CEP76	Cep76	225659	-0.499948	-0.499948	0.000471635	1.0	CEP76	Cep76	225659	-0.677086	-0.677086	9.37728e-07	1.0	True	True
79968								WDR76	Wdr76	241627	-0.352867	-0.352867	0.00422462	1.0	False	True
79971								WLS	Wls	68151	0.328566	0.328566	0.000742243	1.0	False	True
79990								PLEKHH3	Plekhh3	217198	-1.36587	-1.36587	0.00763722	1.0	False	True
80006								TRAPPC13	Trappc13	66975	0.292024	0.292024	0.0142375	1.0	False	True
80012	PHC3	Phc3	241915	-0.36419	-0.36419	0.0125818	1.0								True	False
80013								MINDY3	Mindy3	66960	0.328534	0.328534	0.00666446	1.0	False	True
80014	WWC2	Wwc2	52357	-0.398701	-0.398701	0.0113379	1.0								True	False
80019	UBTD1	Ubtd1	226122	0.514554	0.514554	4.35594e-06	1.0								True	False
80028								FBXL18	Fbxl18	231863	-0.677506	-0.677506	0.000597339	1.0	False	True
80031	SEMA6D	Sema6d	214968	-0.867878	-0.867878	0.0182001	1.0								True	False
801	CALM1	Calm1	12313	0.431751	0.431751	0.00645237	1.0	CALM1	Calm1	12313	0.39504	0.39504	0.0136297	1.0	True	True
80119	PIF1	Pif1	208084	-0.632783	-0.632783	7.43834e-05	1.0	PIF1	Pif1	208084	-0.768343	-0.768343	1.33877e-06	1.0	True	True
80124	VCPIP1	Vcpip1	70675	-0.207983	-0.207983	0.00952586	1.0	VCPIP1	Vcpip1	70675	-0.205403	-0.205403	0.0102069	1.0	True	True
80135	RPF1	Rpf1	70285	0.26566	0.26566	0.0462743	1.0	RPF1	Rpf1	70285	0.346563	0.346563	0.00528375	1.0	True	True
80139								ZNF703	Zfp703	353310	-1.41462	-1.41462	8.98855e-08	1.0	False	True
80142	PTGES2	Ptges2	96979	0.466916	0.466916	0.00197038	1.0								True	False
80143								SIKE1	Sike1	66641	0.340972	0.340972	0.0460404	1.0	False	True
80146	UXS1	Uxs1	67883	0.344214	0.344214	0.00496692	1.0								True	False
80148								SLC66A2	Slc66a2	66943	-0.408909	-0.408909	0.00100278	1.0	False	True
80152	CENPT	Cenpt	320394	-0.337649	-0.337649	0.0242853	1.0	CENPT	Cenpt	320394	-0.487251	-0.487251	0.000707196	1.0	True	True
80153								EDC3	Edc3	353190	-0.49237	-0.49237	0.00148626	1.0	False	True
80169								CTC1	Ctc1	68964	-0.578368	-0.578368	0.00721103	1.0	False	True
80176	SPSB1	Spsb1	74646	-1.34297	-1.34297	0.047611	1.0								True	False
80196	RNF34	Rnf34	80751	0.307267	0.307267	0.00396778	1.0								True	False
80205	CHD9	Chd9	109151	-0.220203	-0.220203	0.0422675	1.0								True	False
80207								OPA3	Opa3	403187	-0.290758	-0.290758	0.00751027	1.0	False	True
80209	PROSER1	Proser1	212127	-0.384884	-0.384884	0.0240783	1.0								True	False
80210								ARMC9	Armc9	78795	-0.650908	-0.650908	0.00449508	1.0	False	True
80213	TM2D3	Tm2d3	68634	0.543675	0.543675	0.00203585	1.0								True	False
80221								ACSF2	Acsf2	264895	-0.728387	-0.728387	0.000179816	1.0	False	True
80224	NUBPL	Nubpl	76826	0.611565	0.611565	0.0150573	1.0								True	False
80231	TASL	Tasl	71398	0.388934	0.388934	0.00668225	1.0	TASL	Tasl	71398	0.461046	0.461046	0.000566142	1.0	True	True
80232	WDR26	Wdr26	226757	-0.356267	-0.356267	0.00595664	1.0	WDR26	Wdr26	226757	-0.450629	-0.450629	0.00031258	1.0	True	True
80233								FAAP100	Faap100	71885	-0.709714	-0.709714	0.00213528	1.0	False	True
80243	PREX2	Prex2	109294	-1.54994	-1.54994	0.0228286	1.0								True	False
80255	SLC35F5	Slc35f5	74150	0.490069	0.490069	0.00949177	1.0								True	False
80256								FAM214B	Fam214b	230088	-0.606027	-0.606027	0.0018222	1.0	False	True
8030	CCDC6	Ccdc6	76551	-0.360757	-0.360757	0.0190678	1.0	CCDC6	Ccdc6	76551	-0.516412	-0.516412	0.000442735	1.0	True	True
80301								PLEKHO2	Plekho2	102595	-0.600236	-0.600236	0.00237	1.0	False	True
80305	TRABD	Trabd	67976	0.495088	0.495088	8.33058e-05	1.0								True	False
80306	MED28	Med28	66999	0.392436	0.392436	0.0238806	1.0								True	False
80312	TET1	Tet1	52463	-0.709143	-0.709143	0.0224287	1.0								True	False
80315	CPEB4	Cpeb4	67579	-0.635497	-0.635497	1.11202e-05	1.0	CPEB4	Cpeb4	67579	-0.372432	-0.372432	0.0167499	1.0	True	True
80332	ADAM33	Adam33	110751	-1.01913	-1.01913	0.0026201	1.0	ADAM33	Adam33	110751	-1.42586	-1.42586	4.46895e-06	1.0	True	True
80336	PABPC1L	Pabpc1l	381404	0.767074	0.767074	0.000209132	1.0	PABPC1L	Pabpc1l	381404	0.531588	0.531588	0.0134669	1.0	True	True
80346	REEP4	Reep4	72549	-0.291481	-0.291481	0.030522	1.0	REEP4	Reep4	72549	-0.312493	-0.312493	0.0221386	1.0	True	True
80349	WDR61	Wdr61	66317	0.350096	0.350096	0.0424886	1.0								True	False
8036	SHOC2	Shoc2	56392	0.288199	0.288199	0.00592499	1.0	SHOC2	Shoc2	56392	0.3229	0.3229	0.00155635	1.0	True	True
8038	ADAM12	Adam12	11489	-1.26119	-1.26119	0.0103065	1.0								True	False
805	CALM2	Calm2	12314	0.311299	0.311299	0.0054192	1.0								True	False
80700	UBXN6	Ubxn6	66530	0.367029	0.367029	0.0104559	1.0								True	False
80724	ACAD10	Acad12	338350	0.853107	0.853107	0.00149227	1.0	ACAD10	Acad10	71985	-0.563582	-0.563582	0.0386011	1.0	True	True
80727								TTYH3	Ttyh3	78339	-1.17249	-1.17249	1.38509e-07	1.0	False	True
80737	VWA7	Vwa7	27762	-1.2179	-1.2179	0.0423424	1.0								True	False
80739	MPIG6B	Mpig6b	106722	-0.863508	-0.863508	0.0196826	1.0	MPIG6B	Mpig6b	106722	-1.03457	-1.03457	0.00520485	1.0	True	True
80762	NDFIP1	Ndfip1	65113	0.354643	0.354643	0.00115698	1.0	NDFIP1	Ndfip1	65113	0.319125	0.319125	0.00375314	1.0	True	True
80774	LIMD2	Limd2	67803	0.37884	0.37884	0.000413723	1.0	LIMD2	Limd2	67803	0.265383	0.265383	0.0187709	1.0	True	True
80777								CYB5B	Cyb5b	66427	0.2209	0.2209	0.0144612	1.0	False	True
80778	ZNF34	Zfp984	100041677	0.714722	0.5492687999999999	6.07208e-06	5.0								True	False
8078								USP5	Usp5	22225	-0.338793	-0.338793	0.0198628	1.0	False	True
80789								INTS5	Ints5	109077	-0.626292	-0.626292	1.45417e-05	1.0	False	True
8079								MLF2	Mlf2	30853	-0.326573	-0.326573	0.0291898	1.0	False	True
80790								CMIP	Cmip	74440	-0.821425	-0.821425	0.00014108	1.0	False	True
808	CALM3	Calm3	12315	0.274969	0.274969	0.00775156	1.0								True	False
80820	EEPD1	Eepd1	67484	0.309827	0.309827	0.036905	1.0								True	False
80821	DDHD1	Ddhd1	114874	-0.472625	-0.472625	0.0022666	1.0	DDHD1	Ddhd1	114874	-0.495137	-0.495137	0.00118556	1.0	True	True
80829								ZFP91	Zfp91	109910	-0.183266	-0.183266	0.0147219	1.0	False	True
80832	APOL4	Apol11a	626615	-2.1317	-1.464551	2.53484e-07	4.0	APOL4	Apol10a	245282	-0.970842	-0.918824	0.0115916	2.0	True	True
80833	APOL3	Apol11a	626615	-2.1317	-1.464551	2.53484e-07	4.0	APOL3	Apol10a	245282	-0.970842	-0.918824	0.0115916	2.0	True	True
8086								AAAS	Aaas	223921	-0.551525	-0.551525	0.00745156	1.0	False	True
80896	NPL	Npl	74091	0.912436	0.912436	2.71805e-05	1.0								True	False
81								ACTN4	Actn4	60595	-0.70957	-0.70957	5.62295e-05	1.0	False	True
81037	CLPTM1L	Clptm1l	218335	0.210404	0.210404	0.0234005	1.0	CLPTM1L	Clptm1l	218335	0.237976	0.237976	0.00862989	1.0	True	True
8110	DPF3	Dpf3	70127	-0.742312	-0.742312	9.31647e-05	1.0	DPF3	Dpf3	70127	-0.869398	-0.869398	1.17056e-06	1.0	True	True
813	CALU	Calu	12321	0.317637	0.317637	0.000210734	1.0								True	False
8131	NPRL3	Nprl3	17168	-0.828275	-0.828275	1.58748e-05	1.0	NPRL3	Nprl3	17168	-0.902593	-0.902593	2.05699e-06	1.0	True	True
8139	GAN	Gan	209239	-0.711167	-0.711167	1.6642e-05	1.0	GAN	Gan	209239	-0.654399	-0.654399	9.81305e-05	1.0	True	True
8140	SLC7A5	Slc7a5	20539	-0.8565	-0.8565	0.000100162	1.0	SLC7A5	Slc7a5	20539	-1.43366	-1.43366	1.39817e-11	1.0	True	True
81490	PTDSS2	Ptdss2	27388	-0.81516	-0.81516	5.13536e-07	1.0	PTDSS2	Ptdss2	27388	-0.669269	-0.669269	5.2718e-05	1.0	True	True
8153								RND2	Rnd2	11858	1.1664	1.1664	0.0155008	1.0	False	True
81533	ITFG1	Itfg1	71927	0.300719	0.300719	0.000401004	1.0	ITFG1	Itfg1	71927	0.212665	0.212665	0.0165683	1.0	True	True
81537	SGPP1	Sgpp1	81535	0.266021	0.266021	0.000426039	1.0								True	False
81552	VOPP1	Vopp1	232023	-0.527546	-0.527546	0.00118297	1.0	VOPP1	Vopp1	232023	-0.387477	-0.387477	0.0222356	1.0	True	True
81558	FAM117A	Fam117a	215512	-0.669609	-0.669609	1.53962e-05	1.0	FAM117A	Fam117a	215512	-0.787959	-0.787959	2.8651e-07	1.0	True	True
81559								TRIM11	Trim11	94091	-0.368126	-0.368126	0.0325983	1.0	False	True
81565	NDEL1	Ndel1	83431	0.24731	0.24731	0.0232267	1.0								True	False
81575	APOLD1	Apold1	381823	-0.72185	-0.72185	0.000470928	1.0	APOLD1	Apold1	381823	-0.5801	-0.5801	0.00443022	1.0	True	True
81602	CDADC1	Cdadc1	71891	0.332446	0.332446	0.0405795	1.0	CDADC1	Cdadc1	71891	0.367515	0.367515	0.0191844	1.0	True	True
81603								TRIM8	Trim8	93679	-0.605816	-0.605816	0.00180105	1.0	False	True
81608	FIP1L1	Fip1l1	66899	-0.245419	-0.245419	0.010383	1.0								True	False
81610								FAM83D	Fam83d	71878	-0.541671	-0.541671	6.70298e-05	1.0	False	True
81611	ANP32E	Anp32e	66471	-0.319065	-0.319065	0.0225689	1.0								True	False
81617								CAB39L	Cab39l	69008	0.333184	0.333184	0.0143032	1.0	False	True
81618	ITM2C	Itm2c	64294	0.636059	0.636059	2.60065e-07	1.0								True	False
81620								CDT1	Cdt1	67177	-1.06891	-1.06891	9.30894e-10	1.0	False	True
81622								UNC93B1	Unc93b1	54445	-0.371832	-0.371832	0.0182918	1.0	False	True
81624	DIAPH3	Diaph3	56419	-0.44129	-0.44129	0.00789584	1.0								True	False
81628								TSC22D4	Tsc22d4|Spacdr|Gm57848	122152371	-0.392085	-0.392085	0.0254041	2.0	False	True
81669	CCNL2	Ccnl2	56036	-0.33815	-0.33815	0.0266681	1.0	CCNL2	Ccnl2	56036	-0.358864	-0.358864	0.0167695	1.0	True	True
81688								C6orf62	BC005537	79555	-0.36774	-0.36774	0.00138274	1.0	False	True
817	CAMK2D	Camk2d	108058	-0.471261	-0.471261	0.00807438	1.0								True	False
8175								SF3A2	Sf3a2	20222	-1.06903	-1.06903	9.22909e-06	1.0	False	True
8178								ELL	Ell	13716	-0.460612	-0.460612	0.0155741	1.0	False	True
81839	VANGL1	Vangl1	229658	-0.681217	-0.681217	0.0019186	1.0								True	False
81844	TRIM56	Trim56	384309	-0.368999	-0.368999	0.00695387	1.0	TRIM56	Trim56	384309	-0.421332	-0.421332	0.00164579	1.0	True	True
81847								RNF146	Rnf146	68031	0.273119	0.273119	0.00252745	1.0	False	True
81857								MED25	Med25	75613	-0.966043	-0.966043	2.92974e-06	1.0	False	True
81876	RAB1B	Rab1b	76308	0.508727	0.508727	0.000128857	1.0								True	False
81889	FAHD1	Fahd1	68636	-0.650189	-0.650189	9.69083e-05	1.0	FAHD1	Fahd1	68636	-0.506123	-0.506123	0.00248545	1.0	True	True
8189								SYMPK	Sympk	68188	-0.713143	-0.713143	8.24451e-05	1.0	False	True
81892	SLIRP	Slirp	380773	0.473273	0.473273	0.030487	1.0								True	False
820	CAMP	Camp	12796	0.723607	0.723607	3.15327e-05	1.0	CAMP	Camp	12796	0.634442	0.634442	0.00034906	1.0	True	True
8204	NRIP1	Nrip1	268903	-0.547758	-0.547758	0.00104916	1.0	NRIP1	Nrip1	268903	-0.416857	-0.416857	0.016246	1.0	True	True
8208								CHAF1B	Chaf1b	110749	-0.499678	-0.499678	0.000216856	1.0	False	True
8215									Dvl1	13542	-0.360373	-0.360373	0.0400783	1.0	False	True
822	CAPG	Capg	12332	0.479813	0.479813	0.0105143	1.0								True	False
8227								AKAP17A	Akap17a	118568424	-1.28949	-1.28949	4.94668e-11	1.0	False	True
823								CAPN1	Capn1	12333	-0.798357	-0.798357	0.000106227	1.0	False	True
8242								KDM5C	Kdm5c	20591	-0.623822	-0.623822	0.000483696	1.0	False	True
8243								SMC1A	Smc1a	24061	-0.429566	-0.429566	0.0002307	1.0	False	True
826	CAPNS1	Capns1	12336	0.359382	0.359382	0.0382894	1.0								True	False
8260	NAA10	Naa10	56292	0.327844	0.327844	0.0344557	1.0								True	False
8270								LAGE3	Lage3	66192	0.377699	0.377699	0.00613268	1.0	False	True
8273	SLC10A3	Slc10a3	214601	0.480246	0.480246	0.00053537	1.0								True	False
8288	EPX	Epx	13861	0.865257	0.865257	0.000597745	1.0								True	False
8289								ARID1A	Arid1a	93760	-0.575121	-0.575121	0.00551434	1.0	False	True
829	CAPZA1	Capza1	12340	0.388564	0.388564	0.000219699	1.0	CAPZA1	Capza1	12340	0.467934	0.467934	5.64225e-06	1.0	True	True
8290									H3f4	382523	-1.24581	-1.24581	0.000388598	1.0	False	True
8294	H4C9	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
8295								TRRAP	Trrap	100683	-0.359335	-0.359335	0.0462433	1.0	False	True
830	CAPZA2	Capza2	12343	0.509973	0.509973	0.000366035	1.0	CAPZA2	Capza2	12343	0.437343	0.437343	0.00269854	1.0	True	True
8301	PICALM	Picalm	233489	-0.377467	-0.377467	0.0268977	1.0								True	False
8302								KLRC4	Klri2	320407	0.467779	0.467779	0.0338824	1.0	False	True
8317	CDC7	Cdc7	12545	-0.316147	-0.316147	0.0281128	1.0								True	False
832	CAPZB	Capzb	12345	0.398199	0.398199	5.57908e-05	1.0	CAPZB	Capzb	12345	0.456246	0.456246	2.95607e-06	1.0	True	True
8328	GFI1B	Gfi1b	14582	-0.702117	-0.702117	0.00180413	1.0	GFI1B	Gfi1b	14582	-1.04542	-1.04542	1.53818e-06	1.0	True	True
833	CARS1	Cars	27267	-0.433204	-0.433204	0.0111525	1.0								True	False
8335	H2AC4	H2ac24	319171	0.696839	0.5496639999999999	2.0088e-05	4.0	H2AC4	H2ac4	319172	-0.589841	-0.5083976666666666	0.0025655	3.0	True	True
834	CASP1	Casp1	12362	0.427831	0.427831	0.000555215	1.0	CASP1	Casp1	12362	0.448386	0.448386	0.00020266	1.0	True	True
8340								H2BC13	H2bc22	319188	-0.498827	-0.498827	0.0311467	1.0	False	True
83442	SH3BGRL3	Sh3bgrl3	73723	0.410514	0.410514	0.000665441	1.0								True	False
83443	SF3B5	Sf3b5	66125	0.46639	0.46639	0.00317941	1.0								True	False
83451	ABHD11	Abhd11	68758	0.54034	0.54034	8.45651e-05	1.0	ABHD11	Abhd11	68758	0.426196	0.426196	0.00269704	1.0	True	True
83460	EMC6	Emc6	66048	0.313008	0.313008	0.0160254	1.0								True	False
83461	CDCA3	Cdca3	14793	-0.31651	-0.31651	0.0296217	1.0	CDCA3	Cdca3	14793	-0.471632	-0.471632	0.000565446	1.0	True	True
83463	MXD3	Mxd3	17121	-0.457947	-0.457947	0.000653825	1.0	MXD3	Mxd3	17121	-0.486485	-0.486485	0.000216987	1.0	True	True
83464	APH1B	Aph1b	208117	0.338498	0.338498	0.0109832	1.0	APH1B	Aph1b	208117	0.403521	0.403521	0.00188925	1.0	True	True
83475	DOHH	Dohh	102115	0.353426	0.353426	0.0125577	1.0								True	False
83483	PLVAP	Plvap	84094	-0.892819	-0.892819	0.00323331	1.0	PLVAP	Plvap	84094	-1.07305	-1.07305	0.00107409	1.0	True	True
835	CASP2	Casp2	12366	-0.189253	-0.189253	0.0145922	1.0	CASP2	Casp2	12366	-0.268359	-0.268359	0.000275763	1.0	True	True
8350	H3C1	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8351	H3C4	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8352	H3C3	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8353	H3C6	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8354	H3C11	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
83544								DNAL1	Dnal1	105000	-1.36936	-1.36936	0.033408	1.0	False	True
8355	H3C8	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8356	H3C12	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8357	H3C10	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8358	H3C2	H3c8	97908	0.403136	0.403136	0.0153177	1.0								True	False
8359	H4C1	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83592	AKR1E2	Akr1e1	56043	0.936845	0.936845	0.0137407	1.0								True	False
836	CASP3	Casp3	12367	0.34506	0.34506	2.59482e-05	1.0								True	False
8360	H4C4	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83605	CCM2	Ccm2	216527	0.234498	0.234498	0.0252661	1.0								True	False
83606	GUCD1	Gucd1	68778	-0.379112	-0.379112	2.79032e-05	1.0	GUCD1	Gucd1	68778	-0.37062	-0.37062	4.23146e-05	1.0	True	True
8361	H4C6	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
8362	H4C12	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
8363	H4C11	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83636	C19orf12	1600014C10Rik	72244	0.378578	0.378578	0.00644343	1.0								True	False
83637								ZMIZ2	Zmiz2	52915	-0.921721	-0.921721	0.000357195	1.0	False	True
8364	H4C3	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83640	RAMAC	Ramac	67148	0.300314	0.300314	0.0380521	1.0								True	False
83641	FAM107B	Fam107b	66540	0.258065	0.258065	0.0160223	1.0	FAM107B	Fam107b	66540	0.310007	0.310007	0.00287879	1.0	True	True
83648								FAM167A	Fam167a	219148	-0.725502	-0.725502	0.0241534	1.0	False	True
8365	H4C8	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83658	DYNLRB1	Dynlrb1	67068	0.376966	0.376966	9.13913e-05	1.0	DYNLRB1	Dynlrb1	67068	0.414969	0.414969	1.29535e-05	1.0	True	True
8366	H4C2	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83660	TLN2	Tln2	70549	-0.811988	-0.811988	0.0412594	1.0								True	False
83661	MS4A8	Ms4a8a	64381	0.893193	0.893193	1.3683e-06	1.0	MS4A8	Ms4a8a	64381	0.911741	0.911741	8.12678e-07	1.0	True	True
8367	H4C5	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
8368	H4C13	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83695	RHNO1	Rhno1	72440	-0.388261	-0.388261	0.00080521	1.0	RHNO1	Rhno1	72440	-0.330612	-0.330612	0.00484772	1.0	True	True
837	CASP4	Casp4	12363	0.459793	0.459793	0.00511091	1.0	CASP4	Casp4	12363	0.339638	0.339638	0.0402543	1.0	True	True
8370	H4C14	H4c4	319156	0.409474	0.409474	0.010756	1.0								True	False
83734								ATG10	Atg10	66795	0.566196	0.566196	0.0047534	1.0	False	True
83744	ZNF484	Zfp268	433801	0.828604	0.828604	0.00085245	1.0								True	False
83752	LONP2	Lonp2	66887	0.241614	0.241614	0.0309712	1.0								True	False
83787								ARMC10	Armc10	67211	0.359105	0.359105	0.0129447	1.0	False	True
8379								MAD1L1	Mad1l1	17120	-0.526098	-0.526098	0.00327275	1.0	False	True
838	CASP5	Casp4	12363	0.459793	0.459793	0.00511091	1.0	CASP5	Casp4	12363	0.339638	0.339638	0.0402543	1.0	True	True
83855								KLF16	Klf16	118445	-0.972812	-0.972812	2.8879e-09	1.0	False	True
83856	FSD1L	Fsd1l	319636	-0.794628	-0.794628	0.00451857	1.0								True	False
83857	TMTC1	Tmtc1	387314	-1.40066	-1.40066	0.012991	1.0								True	False
83861	RSPH3	Rsph3a	66832	0.551965	0.551965	3.26166e-06	1.0	RSPH3	Rsph3a	66832	0.29796	0.29796	0.0206232	1.0	True	True
83862	TMEM120A	Tmem120a	215210	0.538257	0.538257	0.000390051	1.0	TMEM120A	Tmem120a	215210	0.353513	0.353513	0.0281738	1.0	True	True
83877	TM2D2	Tm2d2	69742	0.40328	0.40328	0.000116047	1.0	TM2D2	Tm2d2	69742	0.355314	0.355314	0.000674072	1.0	True	True
83878	USHBP1	Ushbp1	234395	-1.47999	-1.47999	0.00545964	1.0								True	False
83879	CDCA7	Cdca7	66953	0.288869	0.288869	0.0077534	1.0								True	False
83903	HASPIN	Haspin	14841	-0.239769	-0.239769	0.0125818	1.0	HASPIN	Haspin	14841	-0.297932	-0.297932	0.00140472	1.0	True	True
83939								EIF2A	Eif2a	229317	0.382745	0.382745	0.0152809	1.0	False	True
8395	PIP5K1B	Pip5k1b	18719	-0.318211	-0.318211	0.00319362	1.0	PIP5K1B	Pip5k1b	18719	-0.385158	-0.385158	0.00021577	1.0	True	True
8398								PLA2G6	Pla2g6	53357	-0.488751	-0.488751	0.0224388	1.0	False	True
83985								SPNS1	Spns1	73658	-0.547828	-0.547828	0.0218913	1.0	False	True
83989								FAM172A	Fam172a	68675	0.222419	0.222419	0.0344517	1.0	False	True
83999								KREMEN1	Kremen1	84035	-0.552378	-0.552378	0.0462721	1.0	False	True
840	CASP7	Casp7	12369	0.215916	0.215916	0.0401347	1.0								True	False
8402	SLC25A11	Slc25a11	67863	0.299683	0.299683	0.0313441	1.0								True	False
84034								EMILIN2	Emilin2	246707	-0.720722	-0.720722	7.59923e-06	1.0	False	True
84061								MAGT1	Magt1	67075	0.260369	0.260369	9.22909e-06	1.0	False	True
84062	DTNBP1	Dtnbp1	94245	0.402187	0.402187	0.000318596	1.0	DTNBP1	Dtnbp1	94245	0.302862	0.302862	0.00928125	1.0	True	True
84069	PLEKHN1	Plekhn1	231002	-0.647339	-0.647339	0.0012949	1.0								True	False
84071								ARMC2	Armc2	213402	1.47505	1.47505	0.0320817	1.0	False	True
84078	KBTBD7	Kbtbd7	211255	0.316962	0.316962	0.00654393	1.0	KBTBD7	Kbtbd6	432879	-0.299313	-0.299313	0.0146371	1.0	True	True
8408	ULK1	Ulk1	22241	-0.520192	-0.520192	0.00495739	1.0	ULK1	Ulk1	22241	-0.701271	-0.701271	9.28646e-05	1.0	True	True
84083								ZRANB3	Zranb3	226409	-0.553914	-0.553914	0.00128951	1.0	False	True
84085	FBXO30	Fbxo30	71865	-0.488422	-0.488422	0.00483057	1.0	FBXO30	Fbxo30	71865	-0.434277	-0.434277	0.0131586	1.0	True	True
8409	UXT	Uxt	22294	0.45676	0.45676	0.00673752	1.0								True	False
841								CASP8	Casp8	12370	0.401117	0.401117	4.64225e-05	1.0	False	True
84105	PCBD2	Pcbd2	72562	0.450976	0.450976	0.0214698	1.0	PCBD2	Pcbd2	72562	0.506476	0.506476	0.00693336	1.0	True	True
84106								PRAM1	Pram1	378460	-0.505038	-0.505038	0.0442919	1.0	False	True
84128	WDR75	Wdr75	73674	0.36673	0.36673	0.0153065	1.0								True	False
84153	RNASEH2C	Rnaseh2c	68209	0.365118	0.365118	0.0328834	1.0								True	False
84154	RPF2	Rpf2	67239	0.510781	0.510781	0.00215457	1.0	RPF2	Rpf2	67239	0.641021	0.641021	4.80141e-05	1.0	True	True
84164								ASCC2	Ascc2	75452	-0.377038	-0.377038	0.025384	1.0	False	True
84167								C19orf44	1700030K09Rik	72254	0.591169	0.591169	0.0433279	1.0	False	True
84168	ANTXR1	Antxr1	69538	-0.98865	-0.98865	0.0282326	1.0								True	False
84174	SLA2	Sla2	77799	0.39443	0.39443	0.043225	1.0								True	False
84181	CHD6	Chd6	71389	-0.368018	-0.368018	0.0408603	1.0								True	False
84188	FAR1	Far1	67420	0.216468	0.216468	0.034703	1.0	FAR1	Far1	67420	0.253643	0.253643	0.0107923	1.0	True	True
84191								CIAO2A	Ciao2a	68250	0.328191	0.328191	0.0466837	1.0	False	True
842								CASP9	Casp9	12371	-0.515755	-0.515755	0.00559986	1.0	False	True
84230								LRRC8C	Lrrc8c	100604	-0.527109	-0.527109	0.000404061	1.0	False	True
84233	TMEM126A	Tmem126a	66271	0.621421	0.621421	1.2339e-05	1.0	TMEM126A	Tmem126a	66271	0.606595	0.606595	4.16864e-06	1.0	True	True
84247								RTL6	Rtl6	223732	-0.657822	-0.657822	0.0286244	1.0	False	True
8425								LTBP4	Ltbp4	108075	-3.00503	-3.00503	4.12318e-07	1.0	False	True
84256								FLYWCH1	Flywch1	224613	-0.487859	-0.487859	0.0349464	1.0	False	True
84259	DCUN1D5	Dcun1d5	76863	0.406657	0.406657	0.000688932	1.0								True	False
84263	HSDL2	Hsdl2	72479	0.345466	0.345466	0.00162941	1.0								True	False
84267	C9orf64	2210016F16Rik	70153	0.476756	0.476756	7.72351e-05	1.0								True	False
84270	CARD19	Card19	68480	0.490376	0.490376	3.24933e-07	1.0								True	False
84271								POLDIP3	Poldip3	73826	-0.404985	-0.404985	0.000530994	1.0	False	True
84287	ZDHHC16	Zdhhc16	74168	0.293739	0.293739	0.0286662	1.0	ZDHHC16	Zdhhc16	74168	0.309871	0.309871	0.0198104	1.0	True	True
84294								UTP23	Utp23	78581	0.342606	0.342606	0.0426158	1.0	False	True
84298								LLPH	Llph	66225	0.532608	0.532608	3.84473e-06	1.0	False	True
